    FWI,VPD,HT,T,RH,U,V,P,RAIN,CAPE,ST,SM,Nearest_1,Nearest_2,Nearest_3,Nearest_4,Nearest_5,Nearest_6,Nearest_7,Nearest_8,Nearest_9,Nearest_10,Nearest_11,Nearest_12,Nearest_13,Nearest_14,Nearest_15,Nearest_16,Nearest_17,Nearest_18,Nearest_19,Nearest_20,Nearest_21,Nearest_22,Nearest_23,Nearest_24,Land_Use,VCI_AVE,TCI_AVE,VHI_AVE,VCI_TOT,TCI_TOT,VHI_TOT,FWI_1_days_ago,VPD_1_days_ago,P_1_days_ago,FRP_1_days_ago,FWI_2_days_ago,VPD_2_days_ago,P_2_days_ago,FRP_2_days_ago,FWI_3_days_ago,VPD_3_days_ago,P_3_days_ago,FRP_3_days_ago,FWI_4_days_ago,VPD_4_days_ago,P_4_days_ago,FRP_4_days_ago,FWI_5_days_ago,VPD_5_days_ago,P_5_days_ago,FRP_5_days_ago,FWI_6_days_ago,VPD_6_days_ago,P_6_days_ago,FRP_6_days_ago,FWI_7_days_ago,VPD_7_days_ago,P_7_days_ago,FRP_7_days_ago
-999.0,-999.0,0.0,299.724426,49.0,0.409385,2.768535,102260.0625,3e-06,516.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102358.539062,0.0,-999.0,-999.0,102530.664062,0.0,-999.0,-999.0,102387.398438,0.0,-999.0,-999.0,102122.234375,0.0,-999.0,-999.0,102160.625,0.0,-999.0,-999.0,102332.578125,0.0,-999.0,-999.0,102372.6875,0.0
-999.0,-999.0,0.0,290.324402,34.674999,0.751885,-5.388965,101536.0625,5e-06,1.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,101357.34375,0.0,-999.0,-999.0,101176.664062,0.0,-999.0,-999.0,101101.796875,0.0,-999.0,-999.0,101314.640625,0.0,-999.0,-999.0,101642.625,0.0,-999.0,-999.0,101828.976562,0.0,-999.0,-999.0,101732.6875,0.0
-999.0,-999.0,0.0,291.74942,63.800003,2.011885,-1.548965,101292.867188,0.0,0.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,101185.742188,0.0,-999.0,-999.0,100824.664062,0.0,-999.0,-999.0,100663.398438,0.0,-999.0,-999.0,100824.640625,0.0,-999.0,-999.0,101167.820312,0.0,-999.0,-999.0,101478.976562,0.0,-999.0,-999.0,101589.484375,0.0
0.037048,0.953333,34.299999,299.549408,86.675003,-1.728115,0.393535,101505.671875,0.0,1052.0,299.009338,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.723389,0.986667,101826.539062,0.0,1.668091,1.162222,101806.265625,0.0,1.179565,0.744444,101712.601562,0.0,2.719604,1.166667,101652.640625,0.0,0.531982,1.046667,101671.023438,0.0,0.514099,0.807778,101823.375,0.0,0.024658,0.286667,101726.6875,0.0
0.037048,0.918333,34.299999,299.549408,86.675003,-1.728115,0.393535,101505.671875,0.0,1052.0,299.009338,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.723389,1.026667,101826.539062,0.0,1.668091,1.151667,101806.265625,0.0,1.179565,0.733333,101712.601562,0.0,2.719604,1.146667,101652.640625,0.0,0.531982,1.021667,101671.023438,0.0,0.514099,0.8,101823.375,0.0,0.024658,0.316667,101726.6875,0.0
0.020462,0.855,0.9,297.474426,85.75,-1.093115,0.456035,101694.070312,0.000102,1158.25,298.184326,0.24825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.801422,1.003333,101993.335938,0.0,0.699371,0.98,101991.46875,0.0,1.465897,0.615,101886.601562,0.0,1.962143,0.975,101847.039062,0.0,0.531769,0.86,101836.625,0.0,0.558472,0.68,101986.171875,0.0,0.17569,0.306667,101887.890625,0.0
-999.0,-999.0,0.0,290.199402,65.074997,2.051885,-5.108965,101397.664062,6e-06,1.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,101232.539062,0.0,-999.0,-999.0,100979.0625,0.0,-999.0,-999.0,100849.398438,0.0,-999.0,-999.0,101041.835938,0.0,-999.0,-999.0,101411.421875,0.0,-999.0,-999.0,101671.375,0.0,-999.0,-999.0,101680.289062,0.0
-999.0,-999.0,0.0,301.199402,61.375,-3.178115,6.781035,100904.46875,0.0,2399.25,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,100744.140625,0.0,-999.0,-999.0,100342.265625,0.0,-999.0,-999.0,100052.203125,0.0,-999.0,-999.0,100324.640625,0.0,-999.0,-999.0,100572.226562,0.0,-999.0,-999.0,100828.976562,0.0,-999.0,-999.0,100947.085938,0.0
-999.0,-999.0,0.0,290.549438,20.775002,0.361885,-5.511465,101572.0625,6e-06,0.75,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,101404.539062,0.0,-999.0,-999.0,101239.460938,0.0,-999.0,-999.0,101181.796875,0.0,-999.0,-999.0,101397.84375,0.0,-999.0,-999.0,101701.421875,0.0,-999.0,-999.0,101870.171875,0.0,-999.0,-999.0,101745.890625,0.0
-999.0,-999.0,0.0,290.12442,61.700001,2.234385,-4.788965,101380.46875,7e-06,1.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,101218.539062,0.0,-999.0,-999.0,100951.0625,0.0,-999.0,-999.0,100815.0,0.0,-999.0,-999.0,101005.4375,0.0,-999.0,-999.0,101383.828125,0.0,-999.0,-999.0,101648.976562,0.0,-999.0,-999.0,101670.289062,0.0
-999.0,-999.0,0.0,291.974426,64.75,1.394385,-0.993965,101291.265625,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,101169.335938,0.0,-999.0,-999.0,100812.664062,0.0,-999.0,-999.0,100653.398438,0.0,-999.0,-999.0,100803.039062,0.0,-999.0,-999.0,101159.421875,0.0,-999.0,-999.0,101479.375,0.0,-999.0,-999.0,101578.6875,0.0
-999.0,-999.0,0.0,299.37442,21.75,0.051885,4.548535,102178.070312,3e-06,400.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102353.34375,0.0,-999.0,-999.0,102543.867188,0.0,-999.0,-999.0,102329.0,0.0,-999.0,-999.0,102096.242188,0.0,-999.0,-999.0,102264.625,0.0,-999.0,-999.0,102362.578125,0.0,-999.0,-999.0,102355.09375,0.0
-999.0,-999.0,0.0,299.449402,21.700001,-0.123115,4.873535,102159.265625,4e-06,489.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102353.34375,0.0,-999.0,-999.0,102537.867188,0.0,-999.0,-999.0,102301.0,0.0,-999.0,-999.0,102081.4375,0.0,-999.0,-999.0,102264.21875,0.0,-999.0,-999.0,102348.976562,0.0,-999.0,-999.0,102339.890625,0.0
-999.0,-999.0,0.0,299.199432,32.825001,1.239385,2.843535,102267.265625,0.0,357.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102386.140625,0.0,-999.0,-999.0,102578.664062,0.0,-999.0,-999.0,102480.601562,0.0,-999.0,-999.0,102286.640625,0.0,-999.0,-999.0,102319.421875,0.0,-999.0,-999.0,102460.976562,0.0,-999.0,-999.0,102467.890625,0.0
-999.0,-999.0,0.0,299.299408,15.75,1.264385,3.618535,102209.265625,2e-06,282.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102379.734375,0.0,-999.0,-999.0,102579.460938,0.0,-999.0,-999.0,102423.398438,0.0,-999.0,-999.0,102199.4375,0.0,-999.0,-999.0,102316.21875,0.0,-999.0,-999.0,102427.773438,0.0,-999.0,-999.0,102427.09375,0.0
-999.0,-999.0,0.0,290.924408,9.400001,-0.123115,-5.468965,101694.867188,5e-06,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,101555.742188,-999.0,-999.0,-999.0,101441.867188,-999.0,-999.0,-999.0,101422.203125,-999.0,-999.0,-999.0,101640.640625,-999.0,-999.0,-999.0,101887.421875,-999.0,-999.0,-999.0,101988.976562,-999.0,-999.0,-999.0,101804.6875,-999.0
-999.0,-999.0,0.0,299.37442,25.200001,2.046885,3.508535,102220.46875,2e-06,168.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102391.34375,0.0,-999.0,-999.0,102591.0625,0.0,-999.0,-999.0,102461.796875,0.0,-999.0,-999.0,102254.640625,0.0,-999.0,-999.0,102342.625,0.0,-999.0,-999.0,102460.976562,0.0,-999.0,-999.0,102453.484375,0.0
-999.0,-999.0,0.0,299.324402,28.025002,2.081885,3.666035,102225.664062,2e-06,196.75,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102390.539062,0.0,-999.0,-999.0,102591.859375,0.0,-999.0,-999.0,102470.601562,0.0,-999.0,-999.0,102263.4375,0.0,-999.0,-999.0,102343.421875,0.0,-999.0,-999.0,102466.171875,0.0,-999.0,-999.0,102456.6875,0.0
-999.0,-999.0,0.0,299.324402,27.525002,2.459385,3.783535,102230.867188,0.0,178.25,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102388.539062,0.0,-999.0,-999.0,102592.265625,0.0,-999.0,-999.0,102477.796875,0.0,-999.0,-999.0,102271.4375,0.0,-999.0,-999.0,102345.023438,0.0,-999.0,-999.0,102470.578125,0.0,-999.0,-999.0,102459.890625,0.0
-999.0,-999.0,0.0,299.174438,21.075001,1.611885,3.221035,102262.867188,0.0,330.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102390.539062,0.0,-999.0,-999.0,102590.664062,0.0,-999.0,-999.0,102490.203125,0.0,-999.0,-999.0,102308.234375,0.0,-999.0,-999.0,102347.023438,0.0,-999.0,-999.0,102484.171875,0.0,-999.0,-999.0,102481.890625,0.0
-999.0,-999.0,0.0,289.62442,11.975,1.351885,-5.358965,101534.867188,6e-06,1.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,101347.34375,0.0,-999.0,-999.0,101132.265625,0.0,-999.0,-999.0,101089.796875,0.0,-999.0,-999.0,101289.4375,0.0,-999.0,-999.0,101634.625,0.0,-999.0,-999.0,101794.171875,0.0,-999.0,-999.0,101683.484375,0.0
1.073181,0.95,29.4,299.449402,68.550003,0.029385,2.193535,100880.867188,0.0,158.25,298.034332,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.881409,1.155,101225.742188,0.0,3.6474,1.163333,101213.0625,0.0,2.770996,1.238333,101109.0,0.0,12.14801,1.063333,101004.640625,0.0,9.630493,1.336667,101041.828125,0.0,8.52301,1.078333,101180.171875,0.0,2.281189,1.136667,101064.6875,0.0
1.073181,1.0125,29.4,299.449402,68.550003,0.029385,2.193535,100880.867188,0.0,158.25,298.034332,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.881409,1.19,101225.742188,0.0,3.6474,1.2575,101213.0625,0.0,2.770996,1.3125,101109.0,0.0,12.14801,1.095,101004.640625,0.0,9.630493,1.375,101041.828125,0.0,8.52301,1.1125,101180.171875,0.0,2.281189,1.1075,101064.6875,0.0
-999.0,-999.0,0.0,299.549408,19.450001,1.326885,3.926035,102095.265625,1.7e-05,414.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102378.9375,0.0,-999.0,-999.0,102532.664062,0.0,-999.0,-999.0,102257.0,0.0,-999.0,-999.0,102159.039062,0.0,-999.0,-999.0,102319.421875,0.0,-999.0,-999.0,102355.375,0.0,-999.0,-999.0,102265.890625,0.0
-999.0,-999.0,0.0,299.549408,19.450001,1.326885,3.926035,102095.265625,1.7e-05,414.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102378.9375,0.0,-999.0,-999.0,102532.664062,0.0,-999.0,-999.0,102257.0,0.0,-999.0,-999.0,102159.039062,0.0,-999.0,-999.0,102319.421875,0.0,-999.0,-999.0,102355.375,0.0,-999.0,-999.0,102265.890625,0.0
56.796448,-999.0,218.100006,305.774414,53.0,1.944385,0.736035,92644.46875,2e-06,119.5,304.159332,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,38.929688,-999.0,92525.335938,0.0,54.478699,-999.0,92172.664062,0.0,57.908691,-999.0,92047.796875,0.0,62.376251,-999.0,92170.640625,0.0,62.230682,-999.0,92502.625,0.0,67.802795,-999.0,92735.375,0.0,53.509125,-999.0,92803.484375,0.0
-999.0,-999.0,0.0,299.24942,14.075,2.611885,3.541035,102213.265625,3e-06,221.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102396.140625,0.0,-999.0,-999.0,102597.867188,0.0,-999.0,-999.0,102481.398438,0.0,-999.0,-999.0,102280.640625,0.0,-999.0,-999.0,102369.421875,0.0,-999.0,-999.0,102482.976562,0.0,-999.0,-999.0,102464.289062,0.0
-999.0,-999.0,0.0,299.399414,19.450001,1.551885,3.326035,102104.46875,1e-06,271.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102392.140625,0.0,-999.0,-999.0,102566.265625,0.0,-999.0,-999.0,102336.601562,0.0,-999.0,-999.0,102226.234375,0.0,-999.0,-999.0,102370.625,0.0,-999.0,-999.0,102405.773438,0.0,-999.0,-999.0,102295.890625,0.0
40.671539,3.525,115.700005,315.699402,60.5,2.164385,2.243535,98581.265625,0.0,607.0,313.534332,0.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,63.916748,3.63,98477.734375,0.0,71.001923,4.0275,98083.867188,0.0,69.832993,5.255,97771.0,0.0,73.321381,5.27,97994.640625,0.0,75.01561,4.5125,98226.625,0.0,63.891266,3.8875,98487.375,0.0,52.98114,3.1425,98673.484375,0.0
-999.0,-999.0,0.0,299.224426,9.650001,2.259385,4.488535,102221.671875,1.5e-05,216.25,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102399.734375,0.0,-999.0,-999.0,102610.664062,0.0,-999.0,-999.0,102505.398438,0.0,-999.0,-999.0,102323.835938,0.0,-999.0,-999.0,102399.421875,0.0,-999.0,-999.0,102515.773438,0.0,-999.0,-999.0,102487.09375,0.0
-999.0,-999.0,0.0,299.049408,20.525,2.991885,3.626035,102193.664062,1e-06,195.5,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102405.34375,0.0,-999.0,-999.0,102618.265625,0.0,-999.0,-999.0,102502.601562,0.0,-999.0,-999.0,102315.4375,0.0,-999.0,-999.0,102417.421875,0.0,-999.0,-999.0,102522.171875,0.0,-999.0,-999.0,102467.890625,0.0
-999.0,-999.0,0.0,299.199402,24.825001,2.264385,4.221035,102128.867188,4.4e-05,212.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102391.734375,0.0,-999.0,-999.0,102606.265625,0.0,-999.0,-999.0,102421.796875,0.0,-999.0,-999.0,102272.242188,0.0,-999.0,-999.0,102399.421875,0.0,-999.0,-999.0,102465.78125,0.0,-999.0,-999.0,102367.484375,0.0
3.183975,0.64,75.300003,297.949402,69.224998,-0.735615,1.511035,99760.0625,1.5e-05,288.5,296.759338,0.28775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.923523,1.005,100129.335938,11.131502,2.731018,0.87,100133.460938,0.0,9.929062,1.085,100033.796875,0.0,7.376266,1.04,99889.039062,0.0,6.628418,1.0975,99941.828125,0.0,6.668457,0.7475,100050.171875,0.0,3.549362,0.9875,99973.890625,0.0
-999.0,-999.0,0.0,299.324402,17.425001,2.546885,3.651035,102095.265625,3e-06,209.25,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102402.140625,0.0,-999.0,-999.0,102595.46875,0.0,-999.0,-999.0,102399.796875,0.0,-999.0,-999.0,102286.234375,0.0,-999.0,-999.0,102417.828125,0.0,-999.0,-999.0,102450.578125,0.0,-999.0,-999.0,102313.484375,0.0
-999.0,-999.0,0.0,290.12442,18.0,1.094385,-5.823965,101641.265625,6e-06,1.25,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,101474.140625,0.0,-999.0,-999.0,101331.46875,0.0,-999.0,-999.0,101312.203125,0.0,-999.0,-999.0,101525.039062,0.0,-999.0,-999.0,101797.023438,0.0,-999.0,-999.0,101916.976562,0.0,-999.0,-999.0,101706.6875,0.0
-999.0,-999.0,0.0,290.224396,17.975,0.694385,-5.846465,101671.265625,9e-06,1.25,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,101512.140625,0.0,-999.0,-999.0,101379.46875,0.0,-999.0,-999.0,101358.601562,0.0,-999.0,-999.0,101574.234375,0.0,-999.0,-999.0,101837.023438,0.0,-999.0,-999.0,101944.578125,0.0,-999.0,-999.0,101734.6875,0.0
5.722778,0.7775,37.799999,297.699402,79.25,0.156885,1.106035,99991.671875,3.9e-05,390.0,297.009338,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.162445,1.1125,100367.335938,0.0,2.537384,0.855,100352.265625,0.0,12.607758,1.1475,100271.0,0.0,10.670044,1.145,100126.242188,0.0,9.882904,1.1,100170.226562,0.0,7.198395,0.855,100255.773438,0.0,6.008575,1.06,100209.09375,0.0
-999.0,-999.0,0.0,300.174408,38.575001,3.221885,5.213535,101910.070312,1.1e-05,1314.75,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,102322.140625,0.0,-999.0,-999.0,102423.0625,0.0,-999.0,-999.0,102166.203125,0.0,-999.0,-999.0,102245.84375,0.0,-999.0,-999.0,102240.21875,0.0,-999.0,-999.0,102222.171875,0.0,-999.0,-999.0,102237.890625,0.0
5.503967,0.835,54.0,298.449402,75.550003,-0.553115,1.178535,100420.46875,5.6e-05,437.0,297.109314,0.30475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.325317,0.9,100809.34375,0.0,12.925537,0.993333,100788.664062,0.0,14.056519,1.053333,100647.796875,0.0,11.746338,0.98,100489.039062,9.46862,8.664795,0.835,100506.21875,0.0,3.68158,0.561667,100594.578125,0.0,6.322632,1.015,100609.484375,0.0
